ts_utc_iso,ts_epoch,level,logger,event,msg_template,message,ticker,side,action,qty,price_cents,price_dollars,spot_usd,strike_usd,strike_src,tte_s,mode,time_in_force,fee_assumption,ev_after_fees,p_yes,p_no,market_p_yes,market_p_no,reason,order_id,diff_pct,max_pct,error,error_type,arg0,arg1,arg2,arg3,arg4,arg5,arg6,arg7,arg8,arg9,arg10,arg11,arg12,arg13,arg14,arg15,arg16,arg17,arg18,arg19,fields_json,exception
2026-01-16T01:29:04.972184+00:00,1768526944.972184,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$16.96 portfolio_value=$0.00,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.0,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:29:05.023923+00:00,1768526945.023923,INFO,__main__,,01:29:04Z  KXBTC15M-26JAN152030-30  tte=0m55s  spot=$95545.61  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=99.80%  mkt=99.00%  EV_yes=0.80%  EV_no=-1.80%  decision=YES  kelly=8.01%  qty=1,01:29:04Z  KXBTC15M-26JAN152030-30  tte=0m55s  spot=$95545.61  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=99.80%  mkt=99.00%  EV_yes=0.80%  EV_no=-1.80%  decision=YES  kelly=8.01%  qty=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:29:05.024343+00:00,1768526945.024343,INFO,tradebot.tools.order_execution,ENTRY_BLOCK,ENTRY_BLOCK %s side=%s ev_after_fees=%.4f <= min_entry_edge=%.4f,ENTRY_BLOCK KXBTC15M-26JAN152030-30 side=YES ev_after_fees=0.0080 <= min_entry_edge=0.0250,KXBTC15M-26JAN152030-30,YES,,,,,95545.61,95454.42,floor_strike,55,,,,0.00801194667816163,,,,,ev_below_min_entry_edge,,,,,,KXBTC15M-26JAN152030-30,YES,0.00801194667816163,0.025,,,,,,,,,,,,,,,,,"{""ev_after_fees"": 0.00801194667816163, ""reason"": ""ev_below_min_entry_edge"", ""side"": ""YES"", ""spot_usd"": 95545.61, ""strike_src"": ""floor_strike"", ""strike_usd"": 95454.42, ""ticker"": ""KXBTC15M-26JAN152030-30"", ""tte_s"": 55}",
2026-01-16T01:29:10.998660+00:00,1768526950.998660,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$16.96 portfolio_value=$0.00,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.0,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:29:11.053768+00:00,1768526951.053768,INFO,__main__,,01:29:10Z  KXBTC15M-26JAN152030-30  tte=0m49s  spot=$95565.15  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=99.87%  mkt=99.00%  EV_yes=0.87%  EV_no=-1.87%  decision=YES  kelly=8.68%  qty=1,01:29:10Z  KXBTC15M-26JAN152030-30  tte=0m49s  spot=$95565.15  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=99.87%  mkt=99.00%  EV_yes=0.87%  EV_no=-1.87%  decision=YES  kelly=8.68%  qty=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:29:11.054154+00:00,1768526951.054154,INFO,tradebot.tools.order_execution,ENTRY_BLOCK,ENTRY_BLOCK %s side=%s ev_after_fees=%.4f <= min_entry_edge=%.4f,ENTRY_BLOCK KXBTC15M-26JAN152030-30 side=YES ev_after_fees=0.0087 <= min_entry_edge=0.0250,KXBTC15M-26JAN152030-30,YES,,,,,95565.15,95454.42,floor_strike,49,,,,0.008680412769317636,,,,,ev_below_min_entry_edge,,,,,,KXBTC15M-26JAN152030-30,YES,0.008680412769317636,0.025,,,,,,,,,,,,,,,,,"{""ev_after_fees"": 0.008680412769317636, ""reason"": ""ev_below_min_entry_edge"", ""side"": ""YES"", ""spot_usd"": 95565.15, ""strike_src"": ""floor_strike"", ""strike_usd"": 95454.42, ""ticker"": ""KXBTC15M-26JAN152030-30"", ""tte_s"": 49}",
2026-01-16T01:29:16.951037+00:00,1768526956.951037,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$16.96 portfolio_value=$0.00,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.0,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:29:17.055396+00:00,1768526957.055396,INFO,__main__,,01:29:16Z  KXBTC15M-26JAN152030-30  tte=0m43s  spot=$95586.90  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=99.92%  mkt=99.00%  EV_yes=0.92%  EV_no=-1.92%  decision=YES  kelly=9.21%  qty=1,01:29:16Z  KXBTC15M-26JAN152030-30  tte=0m43s  spot=$95586.90  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=99.92%  mkt=99.00%  EV_yes=0.92%  EV_no=-1.92%  decision=YES  kelly=9.21%  qty=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:29:17.055830+00:00,1768526957.055830,INFO,tradebot.tools.order_execution,ENTRY_BLOCK,ENTRY_BLOCK %s side=%s ev_after_fees=%.4f <= min_entry_edge=%.4f,ENTRY_BLOCK KXBTC15M-26JAN152030-30 side=YES ev_after_fees=0.0092 <= min_entry_edge=0.0250,KXBTC15M-26JAN152030-30,YES,,,,,95586.9,95454.42,floor_strike,43,,,,0.00921131134033204,,,,,ev_below_min_entry_edge,,,,,,KXBTC15M-26JAN152030-30,YES,0.00921131134033204,0.025,,,,,,,,,,,,,,,,,"{""ev_after_fees"": 0.00921131134033204, ""reason"": ""ev_below_min_entry_edge"", ""side"": ""YES"", ""spot_usd"": 95586.9, ""strike_src"": ""floor_strike"", ""strike_usd"": 95454.42, ""ticker"": ""KXBTC15M-26JAN152030-30"", ""tte_s"": 43}",
2026-01-16T01:29:23.287998+00:00,1768526963.287998,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$16.96 portfolio_value=$0.00,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.0,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:29:23.346651+00:00,1768526963.346651,INFO,__main__,,01:29:22Z  KXBTC15M-26JAN152030-30  tte=0m37s  spot=$95586.90  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=99.92%  mkt=99.00%  EV_yes=0.92%  EV_no=-1.92%  decision=YES  kelly=9.21%  qty=1,01:29:22Z  KXBTC15M-26JAN152030-30  tte=0m37s  spot=$95586.90  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=99.92%  mkt=99.00%  EV_yes=0.92%  EV_no=-1.92%  decision=YES  kelly=9.21%  qty=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:29:23.347066+00:00,1768526963.347066,INFO,tradebot.tools.order_execution,ENTRY_BLOCK,ENTRY_BLOCK %s side=%s ev_after_fees=%.4f <= min_entry_edge=%.4f,ENTRY_BLOCK KXBTC15M-26JAN152030-30 side=YES ev_after_fees=0.0092 <= min_entry_edge=0.0250,KXBTC15M-26JAN152030-30,YES,,,,,95586.9,95454.42,floor_strike,37,,,,0.00921131134033204,,,,,ev_below_min_entry_edge,,,,,,KXBTC15M-26JAN152030-30,YES,0.00921131134033204,0.025,,,,,,,,,,,,,,,,,"{""ev_after_fees"": 0.00921131134033204, ""reason"": ""ev_below_min_entry_edge"", ""side"": ""YES"", ""spot_usd"": 95586.9, ""strike_src"": ""floor_strike"", ""strike_usd"": 95454.42, ""ticker"": ""KXBTC15M-26JAN152030-30"", ""tte_s"": 37}",
2026-01-16T01:29:29.478899+00:00,1768526969.478899,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$16.96 portfolio_value=$0.00,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.0,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:29:29.541537+00:00,1768526969.541537,INFO,__main__,,01:29:28Z  KXBTC15M-26JAN152030-30  tte=0m31s  spot=$95602.90  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=99.93%  mkt=99.00%  EV_yes=0.93%  EV_no=-1.93%  decision=YES  kelly=9.29%  qty=1,01:29:28Z  KXBTC15M-26JAN152030-30  tte=0m31s  spot=$95602.90  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=99.93%  mkt=99.00%  EV_yes=0.93%  EV_no=-1.93%  decision=YES  kelly=9.29%  qty=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:29:29.541955+00:00,1768526969.541955,INFO,tradebot.tools.order_execution,ENTRY_BLOCK,ENTRY_BLOCK %s side=%s ev_after_fees=%.4f <= min_entry_edge=%.4f,ENTRY_BLOCK KXBTC15M-26JAN152030-30 side=YES ev_after_fees=0.0093 <= min_entry_edge=0.0250,KXBTC15M-26JAN152030-30,YES,,,,,95602.9,95454.42,floor_strike,31,,,,0.009285638332366952,,,,,ev_below_min_entry_edge,,,,,,KXBTC15M-26JAN152030-30,YES,0.009285638332366952,0.025,,,,,,,,,,,,,,,,,"{""ev_after_fees"": 0.009285638332366952, ""reason"": ""ev_below_min_entry_edge"", ""side"": ""YES"", ""spot_usd"": 95602.9, ""strike_src"": ""floor_strike"", ""strike_usd"": 95454.42, ""ticker"": ""KXBTC15M-26JAN152030-30"", ""tte_s"": 31}",
2026-01-16T01:29:35.133869+00:00,1768526975.133869,INFO,__main__,,No active markets found,No active markets found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:29:40.580248+00:00,1768526980.580248,INFO,__main__,,No active markets found,No active markets found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:29:46.002039+00:00,1768526986.002039,INFO,__main__,,No active markets found,No active markets found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:29:51.467132+00:00,1768526991.467132,INFO,__main__,,No active markets found,No active markets found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:29:57.038239+00:00,1768526997.038239,INFO,__main__,,No active markets found,No active markets found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:30:02.574501+00:00,1768527002.574501,INFO,__main__,,No active markets found,No active markets found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:30:08.002926+00:00,1768527008.002926,INFO,__main__,,No active markets found,No active markets found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:30:12.900909+00:00,1768527012.900909,INFO,__main__,,Stopped,Stopped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
